States,Latitude,Longitude,Year,Sex_Edu_Mand,HIV_STD_Edu_Mand,HR_Edu_Mand,Sex_Edu_AA_S,Sex_Edu_AA_HIV,Sex_Edu_CA_S,Sex_Edu_CA_HIV,Sex_Edu_MA_S,Sex_Edu_MA_HIV,Sex_Edu_PR,Abstinance_S,Abstinence_C,Contraceptive_C,Promote_Marriage,Sexuality,Neg_Teen_Sex,LS_Coersion,LS_RS,LS_Consent,LS_DM,LS_VP,LS_FC,HIV_Condoms_Contraception,HIV_Abstinence_S,HIV_Abstinence_C,Parent_Notif_S,Parent_Notif_HIV
Alaska,61.370716,-152.404419,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,33.729759,-111.431221,2015,0,0,NA,1,1,0,0,0,0,0,1,0,0,0,Negative,1,1,NA,NA,0,NA,0,0,1,0,Consent,Notice
Arkansas,34.969704,-92.373123,2015,0,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,1,NA,NA,0,NA,0,0,1,0,NA,NA
California,36.116203,-119.681564,2015,0,1,NA,1,1,1,1,1,1,1,0,1,1,0,Inclusive,0,0,NA,NA,1,NA,1,1,0,1,Notice,Opt-out
Colorado,39.059811,-105.311104,2015,0,0,NA,1,1,1,1,1,1,0,0,1,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,0,1,Notice,Opt-out
Connecticut,41.597782,-72.755371,2015,0,1,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opt-out,Opt-out
Delaware,39.318523,-75.507141,2015,1,1,NA,0,0,0,0,0,0,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,0,1,1,0,NA,NA
District of Columbia,38.897438,-77.026817,2015,1,1,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,0,NA,0,0,0,0,Notice,Opt-out
Florida,27.766279,-81.686783,2015,0,0,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Georgia,33.040619,-83.643074,2015,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,0,1,Notice,Opt-out
Hawaii,21.094318,-157.498337,2015,0,0,NA,1,1,0,0,1,1,0,0,1,1,0,0,0,0,NA,NA,0,NA,0,1,1,0,NA,NA
Idaho,44.240459,-114.478828,2015,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opt-out,Opt-out
Illinois,40.349457,-88.986137,2015,0,1,NA,1,1,0,0,1,1,0,1,0,1,1,0,1,1,NA,NA,0,NA,0,1,1,0,Opt-out,Opt-out
Indiana,39.849426,-86.258278,2015,0,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,NA,NA
Iowa,42.011539,-93.210526,2015,1,1,NA,1,1,1,1,1,1,0,0,0,0,0,Inclusive,0,0,NA,NA,0,NA,0,0,0,0,Notice,Opt-out
Kansas,38.5266,-96.726486,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,37.66814,-84.670067,2015,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,1,NA,0,0,0,1,NA,NA
Louisiana,31.169546,-91.867805,2015,0,0,NA,1,1,0,0,0,0,1,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Maine,44.693947,-69.381927,2015,1,1,NA,1,1,0,0,1,1,0,1,0,1,0,0,0,0,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
Maryland,39.063946,-76.802101,2015,1,1,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,NA,1,NA,0,1,0,1,Opt-out,Opt-out
Massachusetts,42.230171,-71.530106,2015,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notice,Opt-out
Michigan,43.326618,-84.536095,2015,0,1,NA,1,1,0,0,1,1,0,1,0,0,1,0,1,1,NA,NA,1,NA,0,0,1,0,Notice,Opt-out
Minnesota,45.694454,-93.900192,2015,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,NA,0,0,0,1,Opt-out,Opt-out
Mississippi,32.741646,-89.678696,2015,1,0,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Missouri,38.456085,-92.288368,2015,0,1,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,1,NA,0,0,1,0,Notice,Opt-out
Montana,46.921925,-110.454353,2015,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,1,NA,NA
Nebraska,41.12537,-98.268082,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,38.313515,-117.055374,2015,1,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notice,Consent
New Hampshire,43.452492,-71.563896,2015,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,1,Opt-out,Opt-out
New Jersey,40.298904,-74.521011,2015,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,0,NA,NA,1,NA,0,1,1,0,Notice,Opt-out
New Mexico,34.840515,-106.248482,2015,1,1,NA,0,0,0,0,0,0,0,0,1,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
New York,42.165726,-74.948051,2015,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,1,1,0,NA,Opt-out
North Carolina,35.630066,-79.806419,2015,1,1,NA,1,1,0,0,1,1,0,1,0,1,1,0,0,1,NA,NA,1,NA,1,1,1,0,NA,NA
North Dakota,47.528912,-99.784012,2015,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA
Ohio,40.388783,-82.764915,2015,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Oklahoma,35.565342,-96.928917,2015,0,1,NA,0,0,0,0,0,0,0,1,0,0,0,Negative,0,0,NA,NA,0,NA,0,1,0,1,Notice,Opt-out
Oregon,44.572021,-122.070938,2015,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,1,0,Notice,Opt-out
Pennsylvania,40.590752,-77.209755,2015,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Rhode Island,41.680893,-71.51178,2015,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,0,1,1,0,Opt-out,Opt-out
South Carolina,33.856892,-80.945007,2015,1,1,NA,1,1,0,0,0,0,0,1,0,1,1,Negative,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
South Dakota,44.299782,-99.438828,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee,35.747845,-86.692345,2015,1,1,NA,0,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,1,NA,1,0,1,0,Opt-out,Opt-out
Texas,31.054487,-97.563461,2015,0,0,NA,1,1,0,0,0,0,0,1,0,0,1,Negative,1,1,NA,NA,1,NA,0,1,1,0,Notice,Opt-out
Utah,40.150032,-111.862434,2015,1,1,NA,0,0,1,1,1,1,0,1,0,0,1,Negative,0,1,NA,NA,1,NA,1,0,1,0,Notice,Consent
Vermont,44.045876,-72.710686,2015,1,1,NA,1,1,0,0,0,0,0,0,1,1,0,0,0,1,NA,NA,1,NA,1,1,0,1,Opt-out,Opt-out
Virginia,37.769337,-78.169968,2015,0,0,NA,1,1,0,0,0,0,0,0,1,1,1,0,0,1,NA,NA,0,NA,1,1,0,1,Notice,Opt-out
Washington,47.400902,-121.490494,2015,0,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,0,NA,NA,1,NA,1,1,1,0,Notice,Opt-out
West Virginia,38.491226,-80.954453,2015,1,1,NA,0,0,0,0,0,0,0,0,1,1,1,0,1,1,NA,NA,1,NA,0,1,0,1,Notice,Opt-out
Wisconsin,44.268543,-89.616508,2015,0,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Wyoming,42.755966,-107.30249,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama,32.806671,-86.79113,2016,0,1,NA,1,1,0,0,0,0,0,1,0,1,1,Negative,1,1,NA,NA,0,NA,0,1,1,0,Opt-out,Opt-out
Alaska,61.370716,-152.404419,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,33.729759,-111.431221,2016,0,0,NA,1,1,0,0,0,0,0,1,0,0,0,Negative,1,1,NA,NA,0,NA,0,0,1,0,Notice,Notice
Arkansas,34.969704,-92.373123,2016,0,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,1,NA,NA,0,NA,0,0,1,0,NA,NA
California,36.116203,-119.681564,2016,1,1,NA,1,1,1,1,1,1,1,0,1,1,0,Inclusive,0,0,NA,NA,1,NA,1,1,0,1,Opt-out,Opt-out
Colorado,39.059811,-105.311104,2016,0,0,NA,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,41.597782,-72.755371,2016,0,1,NA,0,0,0,0,0,0,0,0,1,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,0,1,,
Delaware,39.318523,-75.507141,2016,1,1,NA,0,0,0,0,0,0,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,0,1,1,0,NA,NA
District of Columbia,38.897438,-77.026817,2016,1,1,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,0,NA,0,0,0,0,Opt-out,Opt-out
Florida,27.766279,-81.686783,2016,0,0,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Georgia,33.040619,-83.643074,2016,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,0,1,Opt-out,Opt-out
Hawaii,21.094318,-157.498337,2016,1,1,NA,1,1,0,0,1,1,0,1,0,1,0,0,0,0,NA,NA,1,NA,0,1,1,0,Opt-out,Opt-out
Idaho,44.240459,-114.478828,2016,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,40.349457,-88.986137,2016,0,1,NA,1,1,0,0,1,1,0,1,0,1,1,0,1,1,NA,NA,0,NA,0,1,1,0,Opt-out,Opt-out
Indiana,39.849426,-86.258278,2016,0,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,NA,NA
Iowa,42.011539,-93.210526,2016,1,1,NA,1,1,1,1,1,1,0,0,0,0,0,Inclusive,0,0,NA,NA,0,NA,0,0,0,0,Opt-out,Opt-out
Kansas,38.5266,-96.726486,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,37.66814,-84.670067,2016,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,1,NA,0,0,0,1,NA,NA
Louisiana,31.169546,-91.867805,2016,0,0,NA,1,1,0,0,0,0,1,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Maine,44.693947,-69.381927,2016,1,1,NA,1,1,0,0,1,1,0,1,0,1,0,0,0,0,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
Maryland,39.063946,-76.802101,2016,1,1,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,NA,1,NA,0,1,0,1,Opt-out,Opt-out
Massachusetts,42.230171,-71.530106,2016,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,43.326618,-84.536095,2016,0,1,NA,1,1,0,0,1,1,0,1,0,0,1,0,1,1,NA,NA,1,NA,0,0,1,0,Opt-out,Opt-out
Minnesota,45.694454,-93.900192,2016,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,NA,0,0,0,1,Opt-out,Opt-out
Mississippi,32.741646,-89.678696,2016,1,0,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,0,NA,0,0,1,0,Opt-in,Opt-in
Missouri,38.456085,-92.288368,2016,0,1,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,1,NA,0,0,1,0,Opt-out,Opt-out
Montana,46.921925,-110.454353,2016,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,1,NA,NA
Nebraska,41.12537,-98.268082,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,38.313515,-117.055374,2016,1,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,43.452492,-71.563896,2016,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,NA,0,0,0,1,Opt-out,Opt-out
New Jersey,40.298904,-74.521011,2016,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,0,NA,NA,1,NA,0,1,1,0,Opt-out,Opt-out
New Mexico,34.840515,-106.248482,2016,1,1,NA,0,0,0,0,0,0,0,0,1,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
New York,42.165726,-74.948051,2016,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,1,1,0,Opt-out,Opt-out
North Carolina,35.630066,-79.806419,2016,1,1,NA,1,1,0,0,1,1,0,1,0,1,1,0,0,1,NA,NA,1,NA,1,1,1,0,Opt-in,Opt-in
North Dakota,47.528912,-99.784012,2016,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA
Ohio,40.388783,-82.764915,2016,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Oklahoma,35.565342,-96.928917,2016,0,1,NA,0,0,0,0,0,0,0,1,0,0,0,Negative,0,0,NA,NA,0,NA,0,1,0,1,Opt-out,Opt-out
Oregon,44.572021,-122.070938,2016,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
Pennsylvania,40.590752,-77.209755,2016,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Rhode Island,41.680893,-71.51178,2016,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,0,1,1,0,Opt-out,Opt-out
South Carolina,33.856892,-80.945007,2016,1,1,NA,1,1,0,0,0,0,0,1,0,1,1,Negative,0,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
South Dakota,44.299782,-99.438828,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee,35.747845,-86.692345,2016,1,1,NA,0,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,1,NA,1,0,1,0,Opt-out,Opt-out
Texas,31.054487,-97.563461,2016,0,0,NA,1,1,0,0,0,0,0,1,0,0,1,Negative,1,1,NA,NA,1,NA,0,1,1,0,Opt-out,Opt-out
Utah,40.150032,-111.862434,2016,1,1,NA,0,0,1,1,1,1,0,1,0,0,1,Negative,0,1,NA,NA,1,NA,1,0,1,0,Opt-in,Opt-in
Vermont,44.045876,-72.710686,2016,1,1,NA,1,1,0,0,0,0,0,0,1,1,0,0,0,1,NA,NA,1,NA,1,1,0,1,Opt-out,Opt-out
Virginia,37.769337,-78.169968,2016,0,0,NA,1,1,0,0,0,0,0,0,1,1,1,0,0,1,NA,NA,0,NA,1,1,0,1,Opt-out,Opt-out
Washington,47.400902,-121.490494,2016,0,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,0,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
West Virginia,38.491226,-80.954453,2016,1,1,NA,0,0,0,0,0,0,0,0,1,1,1,0,1,1,NA,NA,1,NA,0,1,0,1,Opt-out,Opt-out
Wisconsin,44.268543,-89.616508,2016,0,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Wyoming,42.755966,-107.30249,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama,32.806671,-86.79113,2017,0,1,NA,1,1,0,0,0,0,0,1,0,1,1,Negative,1,1,NA,NA,0,NA,0,1,1,0,NA,NA
Alaska,61.370716,-152.404419,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,33.729759,-111.431221,2017,0,0,NA,1,1,0,0,0,0,0,1,0,0,0,Negative,1,1,NA,NA,0,NA,0,0,1,0,Opt-in,Opt-out
Arkansas,34.969704,-92.373123,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,NA,NA,0,NA,0,0,1,0,NA,NA
California,36.116203,-119.681564,2017,1,1,NA,1,1,1,1,1,1,1,0,1,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,0,1,Opt-out,Opt-out
Colorado,39.059811,-105.311104,2017,0,0,NA,1,1,1,1,1,1,0,0,1,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,0,1,Opt-out,Opt-out
Connecticut,41.597782,-72.755371,2017,0,1,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,39.318523,-75.507141,2017,1,1,NA,0,0,0,0,0,0,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,0,1,1,0,NA,NA
District of Columbia,38.897438,-77.026817,2017,1,1,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,0,NA,0,0,0,0,Opt-out,Opt-out
Florida,27.766279,-81.686783,2017,0,0,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Georgia,33.040619,-83.643074,2017,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,0,1,Opt-out,Opt-out
Hawaii,21.094318,-157.498337,2017,1,1,NA,1,1,0,0,1,1,0,1,0,1,0,0,0,0,NA,NA,1,NA,0,1,1,0,Opt-out,Opt-out
Idaho,44.240459,-114.478828,2017,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,40.349457,-88.986137,2017,0,1,NA,1,1,0,0,1,1,0,1,0,1,1,0,1,1,NA,NA,0,NA,0,1,1,0,Opt-out,Opt-out
Indiana,39.849426,-86.258278,2017,0,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,NA,NA
Iowa,42.011539,-93.210526,2017,1,1,NA,1,1,1,1,1,1,0,0,0,0,0,Inclusive,0,0,NA,NA,0,NA,0,0,0,0,Opt-out,Opt-out
Kansas,38.5266,-96.726486,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,37.66814,-84.670067,2017,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,1,NA,0,0,0,1,NA,NA
Louisiana,31.169546,-91.867805,2017,0,0,NA,1,1,0,0,0,0,1,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Maine,44.693947,-69.381927,2017,1,1,NA,1,1,0,0,1,1,0,1,0,1,0,0,0,0,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
Maryland,39.063946,-76.802101,2017,1,1,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,NA,1,NA,0,1,0,1,Opt-out,Opt-out
Massachusetts,42.230171,-71.530106,2017,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,43.326618,-84.536095,2017,0,1,NA,1,1,0,0,1,1,0,1,0,0,1,0,1,1,NA,NA,1,NA,0,0,1,0,Opt-out,NA
Minnesota,45.694454,-93.900192,2017,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,NA,0,0,0,1,Opt-out,Opt-out
Mississippi,32.741646,-89.678696,2017,1,0,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,0,NA,0,0,1,0,Opt-in,Opt-in
Missouri,38.456085,-92.288368,2017,0,1,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,1,NA,0,0,1,0,Opt-out,Opt-out
Montana,46.921925,-110.454353,2017,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,1,NA,NA
Nebraska,41.12537,-98.268082,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,38.313515,-117.055374,2017,1,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,43.452492,-71.563896,2017,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,NA,0,0,0,1,Opt-out,Opt-out
New Jersey,40.298904,-74.521011,2017,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,0,NA,NA,1,NA,0,1,1,0,Opt-out,Opt-out
New Mexico,34.840515,-106.248482,2017,1,1,NA,0,0,0,0,0,0,0,0,1,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
New York,42.165726,-74.948051,2017,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,1,1,0,NA,Opt-out
North Carolina,35.630066,-79.806419,2017,1,1,NA,1,1,0,0,1,1,0,1,0,1,1,0,0,1,NA,NA,1,NA,1,1,1,0,Opt-in,Opt-in
North Dakota,47.528912,-99.784012,2017,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA
Ohio,40.388783,-82.764915,2017,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,1,0,NA,Opt-out
Oklahoma,35.565342,-96.928917,2017,0,1,NA,0,0,0,0,0,0,0,1,0,0,0,Negative,0,0,NA,NA,0,NA,0,1,0,1,Opt-out,Opt-out
Oregon,44.572021,-122.070938,2017,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
Pennsylvania,40.590752,-77.209755,2017,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,1,0,NA,Opt-out
Rhode Island,41.680893,-71.51178,2017,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,0,1,1,0,Opt-out,Opt-out
South Carolina,33.856892,-80.945007,2017,1,1,NA,1,1,0,0,0,0,0,1,0,1,1,Negative,0,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
South Dakota,44.299782,-99.438828,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee,35.747845,-86.692345,2017,1,1,NA,0,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,1,NA,1,0,1,0,Opt-out,Opt-out
Texas,31.054487,-97.563461,2017,0,0,NA,1,1,0,0,0,0,0,1,0,0,1,Negative,1,1,NA,NA,1,NA,0,1,1,0,Opt-out,Opt-out
Utah,40.150032,-111.862434,2017,1,1,NA,0,0,1,1,1,1,0,1,0,0,1,0,0,1,NA,NA,1,NA,1,0,1,0,Opt-in,Opt-in
Vermont,44.045876,-72.710686,2017,1,1,NA,1,1,0,0,0,0,0,0,1,1,0,0,0,1,NA,NA,1,NA,1,1,0,1,Opt-out,Opt-out
Virginia,37.769337,-78.169968,2017,0,0,NA,1,1,0,0,0,0,0,0,1,1,1,0,0,1,NA,NA,0,NA,1,1,0,1,Opt-out,Opt-out
Washington,47.400902,-121.490494,2017,0,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,0,NA,NA,1,NA,1,1,1,0,NA,Opt-out
West Virginia,38.491226,-80.954453,2017,1,1,NA,0,0,0,0,0,0,0,0,1,1,0,0,1,1,NA,NA,1,NA,0,1,0,1,NA,Opt-out
Wisconsin,44.268543,-89.616508,2017,0,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Wyoming,42.755966,-107.30249,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama,32.806671,-86.79113,2018,0,1,NA,1,1,0,0,0,0,0,1,0,1,1,Negative,1,1,NA,NA,0,NA,0,1,1,0,NA,Opt-out
Alaska,61.370716,-152.404419,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,33.729759,-111.431221,2018,0,0,NA,1,1,0,0,0,0,0,1,0,0,0,Negative,1,1,NA,NA,0,NA,0,0,1,0,Opt-in,Opt-out
Arkansas,34.969704,-92.373123,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,NA,NA,0,NA,0,0,1,0,NA,NA
California,36.116203,-119.681564,2018,1,1,NA,1,1,1,1,1,1,1,0,1,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,0,1,Opt-out,Opt-out
