States,Latitude,Longitude,Year,Sex_Edu_Mand,HIV_STD_Edu_Mand,HR_Edu_Mand,Sex_Edu_AA_S,Sex_Edu_AA_HIV,Sex_Edu_CA_S,Sex_Edu_CA_HIV,Sex_Edu_MA_S,Sex_Edu_MA_HIV,Sex_Edu_PR,Abstinance_S,Abstinence_C,Contraceptive_C,Promote_Marriage,Sexuality,Neg_Teen_Sex,LS_Coersion,LS_RS,LS_Consent,LS_DM,LS_VP,LS_FC,HIV_Condoms_Contraception,HIV_Abstinence_S,HIV_Abstinence_C,Parent_Notif_S,Parent_Notif_HIV
Arizona,33.729759,-111.431221,2009,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Consent,Opt-out
Arkansas,34.969704,-92.373123,2009,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA
California,36.116203,-119.681564,2009,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Opt-out,Opt-out
Colorado,39.059811,-105.311104,2009,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Connecticut,41.597782,-72.755371,2009,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Opt-out,Opt-out
Delaware,39.318523,-75.507141,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA
District of Columbia,38.897438,-77.026817,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Opt-out,Opt-out
Florida,27.766279,-81.686783,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Opt-out,Opt-out
Georgia,33.040619,-83.643074,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,Opt-out,Opt-out
Hawaii,21.094318,-157.498337,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA
Idaho,44.240459,-114.478828,2009,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Opt-out,Opt-out
Illinois,40.349457,-88.986137,2009,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Opt-out,Opt-out
Indiana,39.849426,-86.258278,2009,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA
Iowa,42.011539,-93.210526,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Opt-out,Opt-out
Kansas,38.5266,-96.726486,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
Kentucky,37.66814,-84.670067,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA
Louisiana,31.169546,-91.867805,2009,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Maine,44.693947,-69.381927,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Opt-out,Opt-out
Maryland,39.063946,-76.802101,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Opt-out,Opt-out
Massachusetts,42.230171,-71.530106,2009,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Opt-out,Opt-out
Michigan,43.326618,-84.536095,2009,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Minnesota,45.694454,-93.900192,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,Opt-out,Opt-out
Mississippi,32.741646,-89.678696,2009,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Missouri,38.456085,-92.288368,2009,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Montana,46.921925,-110.454353,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA
Nebraska,41.12537,-98.268082,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,38.313515,-117.055374,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Consent,Consent
New Hampshire,43.452492,-71.563896,2009,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,Opt-out,Opt-out
New Jersey,40.298904,-74.521011,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Opt-out,Opt-out
New Mexico,34.840515,-106.248482,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Opt-out,Opt-out
New York,42.165726,-74.948051,2009,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,Opt-out
North Carolina,35.630066,-79.806419,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA
North Dakota,47.528912,-99.784012,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,40.388783,-82.764915,2009,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Oklahoma,35.565342,-96.928917,2009,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Opt-out,Opt-out
Oregon,44.572021,-122.070938,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Opt-out,Opt-out
Pennsylvania,40.590752,-77.209755,2009,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,Opt-out
Rhode Island,41.680893,-71.51178,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Opt-out,Opt-out
South Carolina,33.856892,-80.945007,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Opt-out,Opt-out
South Dakota,44.299782,-99.438828,2009,0,0,,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
Tennessee,35.747845,-86.692345,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Texas,31.054487,-97.563461,2009,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Utah,40.150032,-111.862434,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Consent,Consent
Vermont,44.045876,-72.710686,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Opt-out,Opt-out
Virginia,37.769337,-78.169968,2009,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Opt-out,Opt-out
Washington,47.400902,-121.490494,2009,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Opt-out,Opt-out
West Virginia,38.491226,-80.954453,2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Opt-out,Opt-out
Wisconsin,44.268543,-89.616508,2009,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Wyoming,42.755966,-107.30249,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama,32.806671,-86.79113,2010,0,1,NA,1,1,NA,NA,0,0,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Opt-out,Opt-out
Alaska,61.370716,-152.404419,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,33.729759,-111.431221,2010,0,0,NA,1,1,NA,NA,0,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Consent,Opt-out
Arkansas,34.969704,-92.373123,2010,0,0,NA,0,0,NA,NA,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA
California,36.116203,-119.681564,2010,0,1,NA,1,1,NA,NA,1,1,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Opt-out,Opt-out
Colorado,39.059811,-105.311104,2010,0,0,NA,1,1,NA,NA,1,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Connecticut,41.597782,-72.755371,2010,0,1,NA,0,0,NA,NA,0,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Opt-out,Opt-out
Delaware,39.318523,-75.507141,2010,1,1,NA,0,0,NA,NA,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA
District of Columbia,38.897438,-77.026817,2010,1,1,NA,1,1,NA,NA,0,0,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Opt-out,Opt-out
Florida,27.766279,-81.686783,2010,1,1,NA,0,1,NA,NA,0,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Opt-out,Opt-out
Georgia,33.040619,-83.643074,2010,1,1,NA,0,0,NA,NA,0,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,Opt-out,Opt-out
Hawaii,21.094318,-157.498337,2010,1,1,NA,1,1,NA,NA,1,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA
Idaho,44.240459,-114.478828,2010,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Opt-out,Opt-out
Illinois,40.349457,-88.986137,2010,0,0,NA,1,1,NA,NA,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Opt-out,Opt-out
Indiana,39.849426,-86.258278,2010,0,1,NA,0,0,NA,NA,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA
Iowa,42.011539,-93.210526,2010,1,1,NA,1,1,NA,NA,1,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Opt-out,Opt-out
Kansas,38.5266,-96.726486,2010,1,1,NA,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
Kentucky,37.66814,-84.670067,2010,1,1,NA,0,0,NA,NA,0,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA
Louisiana,31.169546,-91.867805,2010,0,0,NA,0,0,NA,NA,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Maine,44.693947,-69.381927,2010,1,1,NA,1,1,NA,NA,1,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Opt-out,Opt-out
Maryland,39.063946,-76.802101,2010,1,1,NA,1,1,NA,NA,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Opt-out,Opt-out
Massachusetts,42.230171,-71.530106,2010,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Opt-out,Opt-out
Michigan,43.326618,-84.536095,2010,0,1,NA,1,1,NA,NA,1,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Minnesota,45.694454,-93.900192,2010,1,1,NA,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,Opt-out,Opt-out
Mississippi,32.741646,-89.678696,2010,0,0,NA,1,1,NA,NA,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Missouri,38.456085,-92.288368,2010,0,1,NA,1,1,NA,NA,1,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Montana,46.921925,-110.454353,2010,1,1,NA,1,1,NA,NA,1,1,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA
Nebraska,41.12537,-98.268082,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,38.313515,-117.055374,2010,1,1,NA,1,1,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Consent,Consent
New Hampshire,43.452492,-71.563896,2010,0,1,NA,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,Opt-out,Opt-out
New Jersey,40.298904,-74.521011,2010,1,1,NA,1,1,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,Opt-out,Opt-out
New Mexico,34.840515,-106.248482,2010,1,1,NA,0,0,NA,NA,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Opt-out,Opt-out
New York,42.165726,-74.948051,2010,0,1,NA,0,1,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,Opt-out
North Carolina,35.630066,-79.806419,2010,1,1,NA,1,1,NA,NA,1,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA
North Dakota,47.528912,-99.784012,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,40.388783,-82.764915,2010,0,1,NA,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Oklahoma,35.565342,-96.928917,2010,0,1,NA,0,0,NA,NA,0,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Opt-out,Opt-out
Oregon,44.572021,-122.070938,2010,1,1,NA,1,1,NA,NA,1,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Opt-out,Opt-out
Pennsylvania,40.590752,-77.209755,2010,0,1,NA,0,1,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,Opt-out
Rhode Island,41.680893,-71.51178,2010,1,1,NA,1,1,NA,NA,1,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Opt-out,Opt-out
South Carolina,33.856892,-80.945007,2010,1,1,NA,1,1,NA,NA,0,0,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Opt-out,Opt-out
South Dakota,44.299782,-99.438828,2010,0,0,,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
Tennessee,35.747845,-86.692345,2010,1,1,NA,0,0,NA,NA,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Texas,31.054487,-97.563461,2010,0,0,NA,1,1,NA,NA,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Opt-out,Opt-out
Utah,40.150032,-111.862434,2010,1,1,NA,0,0,NA,NA,1,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,Consent,Consent
Vermont,44.045876,-72.710686,2010,1,1,NA,1,1,NA,NA,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Opt-out,Opt-out
Virginia,37.769337,-78.169968,2010,0,0,NA,1,1,NA,NA,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Opt-out,Opt-out
Washington,47.400902,-121.490494,2010,0,1,NA,1,1,NA,NA,1,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Opt-out,Opt-out
West Virginia,38.491226,-80.954453,2010,1,1,NA,0,0,NA,NA,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,Opt-out,Opt-out
Wisconsin,44.268543,-89.616508,2010,0,1,NA,1,1,NA,NA,0,0,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,Opt-out,Opt-out
Wyoming,42.755966,-107.30249,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama,32.806671,-86.79113,2011,0,1,NA,1,1,0,0,0,0,0,1,0,1,1,Negative,1,1,NA,NA,0,NA,0,1,1,0,Opt-out,Opt-out
Alaska,61.370716,-152.404419,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,33.729759,-111.431221,2011,0,0,NA,1,1,0,0,0,0,0,1,0,0,0,0,1,1,NA,NA,0,NA,0,0,1,0,Consent,Notice
Arkansas,34.969704,-92.373123,2011,0,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,NA,NA
California,36.116203,-119.681564,2011,0,1,NA,1,1,1,1,1,1,1,0,1,1,0,Inclusive,0,0,NA,NA,1,NA,1,1,0,1,Notice,Opt-out
Colorado,39.059811,-105.311104,2011,0,0,NA,1,1,1,1,1,1,0,1,0,1,0,0,0,1,NA,NA,1,NA,1,0,1,0,Notice,Opt-out
Connecticut,41.597782,-72.755371,2011,0,1,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opt-out,Opt-out
Delaware,39.318523,-75.507141,2011,1,1,NA,0,0,0,0,0,0,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,0,1,1,0,NA,NA
District of Columbia,38.897438,-77.026817,2011,1,1,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,0,NA,0,0,0,0,Notice,Opt-out
Florida,27.766279,-81.686783,2011,0,0,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Georgia,33.040619,-83.643074,2011,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,0,1,Notice,Opt-out
Hawaii,21.094318,-157.498337,2011,0,0,NA,1,1,0,0,1,1,0,0,1,1,0,0,0,0,NA,NA,0,NA,0,1,1,0,NA,NA
Idaho,44.240459,-114.478828,2011,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opt-out,Opt-out
Illinois,40.349457,-88.986137,2011,0,1,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,0,NA,0,1,1,0,Opt-out,Opt-out
Indiana,39.849426,-86.258278,2011,0,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,NA,NA
Iowa,42.011539,-93.210526,2011,1,1,NA,1,1,1,1,1,1,0,0,0,0,0,Inclusive,0,0,NA,NA,0,NA,0,0,0,0,Notice,Opt-out
Kansas,38.5266,-96.726486,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,37.66814,-84.670067,2011,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,1,NA,0,0,0,1,NA,NA
Louisiana,31.169546,-91.867805,2011,0,0,NA,1,1,0,0,0,0,1,1,0,0,1,0,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Maine,44.693947,-69.381927,2011,1,1,NA,1,1,0,0,1,1,0,1,0,1,0,0,0,0,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
Maryland,39.063946,-76.802101,2011,1,1,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,1,NA,NA,1,NA,0,1,0,1,Opt-out,Opt-out
Massachusetts,42.230171,-71.530106,2011,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notice,Opt-out
Michigan,43.326618,-84.536095,2011,0,1,NA,1,1,0,0,1,1,0,1,0,0,1,0,1,1,NA,NA,1,NA,0,0,1,0,Notice,Opt-out
Minnesota,45.694454,-93.900192,2011,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,NA,0,0,0,1,Opt-out,Opt-out
Mississippi,32.741646,-89.678696,2011,0,0,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Missouri,38.456085,-92.288368,2011,0,1,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,1,NA,0,0,1,0,Notice,Opt-out
Montana,46.921925,-110.454353,2011,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,1,NA,NA
Nebraska,41.12537,-98.268082,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,38.313515,-117.055374,2011,1,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notice,Consent
New Hampshire,43.452492,-71.563896,2011,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,1,Opt-out,Opt-out
New Jersey,40.298904,-74.521011,2011,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,0,NA,NA,1,NA,0,1,1,0,Notice,Opt-out
New Mexico,34.840515,-106.248482,2011,1,1,NA,0,0,0,0,0,0,0,0,1,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,1,0,Opt-out,Opt-out
New York,42.165726,-74.948051,2011,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,1,1,0,NA,Opt-out
North Carolina,35.630066,-79.806419,2011,1,1,NA,1,1,0,0,1,1,0,1,0,1,1,0,0,1,NA,NA,1,NA,1,1,1,0,NA,NA
North Dakota,47.528912,-99.784012,2011,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA
Ohio,40.388783,-82.764915,2011,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Oklahoma,35.565342,-96.928917,2011,0,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0,NA,0,1,0,1,Notice,Opt-out
Oregon,44.572021,-122.070938,2011,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,1,1,1,0,Notice,Opt-out
Pennsylvania,40.590752,-77.209755,2011,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
Rhode Island,41.680893,-71.51178,2011,1,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,1,NA,NA,1,NA,0,1,1,0,Opt-out,Opt-out
South Carolina,33.856892,-80.945007,2011,1,1,NA,1,1,0,0,0,0,0,1,0,1,1,Negative,0,0,NA,NA,0,NA,0,0,1,0,Notice,Opt-out
South Dakota,44.299782,-99.438828,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee,35.747845,-86.692345,2011,1,1,NA,0,1,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,0,NA,0,0,1,0,Opt-out,Opt-out
Texas,31.054487,-97.563461,2011,0,0,NA,1,1,0,0,0,0,0,1,0,0,1,Negative,1,1,NA,NA,1,NA,0,1,1,0,Notice,Opt-out
Utah,40.150032,-111.862434,2011,1,1,NA,0,0,1,1,1,1,0,1,0,0,1,0,0,1,NA,NA,1,NA,1,0,1,0,Notice,Consent
Vermont,44.045876,-72.710686,2011,1,1,NA,1,1,0,0,0,0,0,0,1,1,0,0,0,1,NA,NA,1,NA,1,1,0,1,Opt-out,Opt-out
Virginia,37.769337,-78.169968,2011,0,0,NA,1,1,0,0,0,0,0,0,1,1,1,0,0,1,NA,NA,0,NA,1,1,0,1,Notice,Opt-out
Washington,47.400902,-121.490494,2011,0,1,NA,1,1,1,1,1,1,0,1,0,1,0,Inclusive,0,0,NA,NA,1,NA,1,1,1,0,Notice,Opt-out
